Date,DOI,Source,Title,Abstract,Section,Citations to retracted article,Citing reasons,Sentiment (negative/neutral/positive),Mentions the article retraction,Notes
2005,10.1038/nm1220,doi.org,"Vaccines in the public eye
","Preventive vaccines are widely acknowledged as the best hope for protection against infectious pathogens such as avian flu, HIV and SARS. As a result, they have received much recent attention in the media that has exposed some of the challenges involved in optimally using vaccine technology.",middle section;“Responding to vaccine rejection”;;,"These phenomena, risk amplification and contamination, may help explain why people have been less willing to accept the risk of adverse events from the MMR vaccine (currently 80% of children have received MMR vaccinations by their second birthday in England, compared to 82% in 2002–2003 and well below the peak coverage of 92% in 1995–1996)45.
The movement against the MMR vaccine was largely triggered by a controversial case series published in the Lancet hypothesizing that the vaccine was temporally associated with development of a variant form of autism46. Despite the existence of several other epidemiological studies refuting the existence of such a link and the partial retraction of the Lancet study because of conflict-of-interest concerns, UK policy makers have had difficulty reassuring the public about the safety of the MMR vaccine47.",qualifies;;,negative;;,yes;;,
2005,10.1111/j.1365-2044.2005.04151.x,doi.org,All that glisters…How to assess the ‘value’ of a scientific paper,None,middle section;“The question addressed and the answers provided”;;,"Certain topics are guaranteed to catch the eye more than others, and this can sometimes lead to the overriding of proper scientific considerations before publication by a journal. A recent example is the publication of Wakefield's [49] much‐criticised study of the link between autism and vaccination (a highly topical issue) in the Lancet (a high impact factor journal – see below), and then the subsequent retraction of this paper [50].
In the wider scientific community, a very general rank order of the ‘importance’ of studies appears to have evolved, dependent in part upon the type of question addressed.
",cites as evidence;;,neutral;;,yes;;,
2005,10.1177/0038038505050536,doi.org,"Leaps of Faith’ and MMR: An Empirical Study of Trust



","Möllering has argued for sociological research on trust that pays attention to the ‘fine details of interpretation’ and begins from the perspectives of those engaged in relations of trust. In this article we explore what it would mean to take up Möllering’s challenge to explore the interpretative elements of trust and the ‘leaps of faith’ trusting entails.We do this through an empirical study of parental and professional talk about the MMR (measles, mumps and rubella) vaccination. We examine trust as operating in a number of interrelated ways: as a practice based on knowledge; as a ‘leap of faith’ experienced through relationality and familiarity; as working at a system level; and as shaped by relations of governance and by anxieties to do with the nature of social and technological change. Through this analysis, we suggest how an interpretive approach to thinking about trust is a worthwhile exercise.




",Background;;,"In 1998, The Lancet published a report that established a putative link between the MMR vaccine and the development of Crohn’s disease and autism (Wakefield et al., 1998).1 Following this, HEBS commissioned research to focus specifically on professional and parental attitudes towards MMR and immu- nization generally in three health board areas. 
",describes;;,neutral;;,no;;,
2005,10.1164/rccm.2501005,doi.org,Does the Current Research Publication System (or the Lay Press) Harm Our Patients?,None,None,"The report of this visit was highly critical of the original experiments (13), and the matter ended with accusations of McCarthyite persecution and witch hunting comparable to Salem. The massive public concern surrounding the MMR vaccine, and subsequent catastrophic drop in immunization rates in the United Kingdom after the publication of a single paper (14) (the interpretation of which has now been formally refuted by several of the original authors [15] and repudiated by the Editor of the journal in which it was published), could possibly have been prevented altogether by such an approach. It is unlikely to be necessary in the majority of cases, in which the work submitted will have little immediate impact.",cites as evidence;;,negative;;,no;;,This article is an Editorial.
2005,10.1068/a3779,doi.org,"Health, Responsibility, and Choice: Contrasting Negotiations of Air Pollution and Immunisation Information



","This paper presents an empirical study of public conceptions of responsibility and choice in relation to health protection, and the influence of these upon responses to official information. Two contrasting case studies are used, air pollution and childhood immunisation (specifically the MMR vaccination). The results confirm social networks and everyday experiences, and social normalisation of behaviour as important influences upon learning, responses to information, and the taking of personal action. People require information to support the freedom to make personal choices. However, the two cases illustrate that notions of collective responsibility are weaker, in the case of MMR overridden by personal responsibility, in the case of air pollution being transferred to other institutions. Conclusions are developed relating to information provision in an age promoting individualisation and retraction of government, specifically the need for explicit engagement with the benefits (personal and collective) of health protection measures.




",introduction;;,"In the United Kingdom the duties of citizenship have been challenged in relation to MMR, with controversy stemming from divergent views about the relative risks of the diseases compared with the side effects of the vaccine. The controversy was sparked by media reporting of a preliminary study (Wakefield et al, 1998) of twelve children with a history of normal development followed by loss of acquired skills. The study linked MMR with neither autism nor Crohn's disease, but in stressing the need for further investigations potentially inferred that health links may be proven. ;;",qualifies;;,neutral;;,no;;,
2005,10.1377/hlthaff.24.3.729,doi.org,"Could It Happen Here? Vaccine Risk Controversies And The Specter Of Derailment

","Controversy over vaccine safety has achieved high visibility over the past decade. At the same time, however, levels of coverage for routinely recommended childhood vaccines in the United States are at their highest ever. We examine this apparent paradox. We consider the ways in which concerns over vaccine safety have emerged and diffused through the popular media, legislative hearings, and Internet-based activism. As a case study, we review the controversy over the alleged connection between autism and the measles-mumps-rubella (MMR) vaccine and consider why it had a dramatic effect on the vaccine’s acceptance in Great Britain but virtually none in the United States.
",middle section;“THE RISE AND FALL OF A RISK HYPOTHESIS”;;,"On 28 February 1998, the British medical journal Lancet published an account of an investigation of the link between chronic gastrointestinal disease and severe developmental regression in children. The research team at London’s Royal Free Hospital was careful to note in its report that although in “most cases, onset of symptoms was after measles, mumps and rubella immunization,” they had not proved a causal link. 15 But this cautious wording was belied by the press conference the hospital called to publicize the findings.",discusses;;,neutral;;,no;;,
2005,10.1377/hlthaff.24.3.740,doi.org,It Did Happen Here: Fear And Loathing On The Vaccine Trail,"Adverse publicity that placed undue emphasis on a possible connection between autism and the measles-mumps-rubella (MMR) vaccine and vaccines containing thimerosal made parents in the United Kingdom reluctant to allow their children to receive the vaccine. The same concerns have played themselves out in the U.S. Food and Drug Administration’s decision to recommend removal of thimerosal from other vaccines, even as the individual autism claims have been rejected. That recommendation, based on unsubstantiated safety concerns, reveals a deep-seated institutional overreaction that is more likely to cost lives than to save them.
",introduction;;,"In their case, the spotlight was turned on the measles-mumps-rubella (MMR) vaccine. 1 The source of public unrest was a 1998 study published in the journal Lancet that hinted that the vaccine might account for some of the troubling increase in autism cases in the United Kingdom and, by implication, elsewhere, including the United States. 2 The ostensible villain of the piece was the measles component of the combination vaccine. 3;;",discusses;;,neutral;;,no;;,
2005,10.1179/146531205225020925,doi.org,The research component in orthodonticeducation:sniffingoutrats (SnOR),None,None,"Well, let’s come to that in a moment, but it would be helpful to provide some perspective and give some examples first. Some classics spring to mind such as (in medicine): ileal-lymphoid-nodular hyperplasia, non-specific colitis and pervasive developmental disorder in children, Wakefield et al.1—the paper that did it for the MMR vaccine and put Andrew Wakefield on the map; in dentistry and orthodontics we could consider studies that have influenced our assumptions about positions of tooth stability; whether functional appliances grow mandibles and studies which have influenced our knowledge, understanding and management of TMD to name but a few topics. Is all this work, which has fundamentally affected what we do to patients, served us (or them) in good stead?;;",cites as evidence;;,neutral;;,no;;,This article is an Editorial.
2005,10.1108/14777260510608970,doi.org,MMR – public policy in crisis: whose tragedy?,"Purpose
To explore the issues surrounding the falling rates of MMR vaccination following the publication of a controversial study by Wakefield et al.
Design/methodology/approach
In order to take a fresh look at the MMR crisis, the Greek tragedy, Antigone, was used as a “strong plot” to de‐contextualise the underlying social and political issues. In this short paper, two themes are explored that emerge from reading Antigone with respect to the unfolding crisis of public confidence in the MMR vaccine: first, the challenge to government in the form of a decrease in public trust in government and government policies; and second, how such a challenge assumes significance and, arising from that, the question of how one might respond to the challenge.
Findings
The MMR debate throws issues of importance to society into relief – for example, public trust in government and science; and notions of public good versus rational choice in public policy on vaccination, However, much of the debate has been polarised into good versus evil – good and evil being subjective positions that are interchangeable, depending on the side one favours. It is argued that the issues are more complex than this, and are as much to do with political consent and the bargain between citizen and state.
Originality/value
Using “strong plots” to theorise about current issues is powerful because it allows one to explore them from different angles and challenge one's understanding. Antigone provides us with a way of standing back from the MMR crisis and re‐conceptualising the issues to capture the essence of the underlying debate.
","introduction;;
Middle section; “The MMR crisis”;;","Since the publication of Andrew Wakefield's research into a form of bowel disease and autism in children and a possible link with the MMR vaccine (Wakefield et al., 1998), rates of immunisation with MMR have fallen dramatically. There has been much debate, and some research into possible reasons.;;
In 1998, a rather esoteric paper entitled “Ileal lymphoid‐nodular hyperplasia, non‐specific colitis, and pervasive developmental disorder in children” was published in The Lancet (Wakefield et al., 1998). The story of why this obscurely titled paper led to a moral panic and a falling rate of MMR vaccination in children is of interest for precisely that reason – why are some issues (that seem to come from nowhere) taken up whilst others are not?","credits;;
discusses;;","neutral;;
neutral;;",no;;,
2005,10.1089/vim.2005.18.307,Other,"Public Fear of Vaccination: Separating Fact From Fiction

","During the last two centuries, the world has seen a substantial increase in the number and availability of vaccines for the prevention of infectious disease. Smallpox vaccine remains the most celebrated vaccine-related achievement in human history, but worldwide reductions in many other diseases including measles, mumps, rubella, polio, diphtheria, and whooping cough (Bordetella pertussis) also illustrate the power of vaccination in controlling outbreaks of contagious diseases. Ironically, as advances in vaccination successfully limit disease outbreaks, the impact that these infectious agents once had on society becomes marginalized. Public confidence in vaccination may erode because of real or perceived risks associated with immunization, and this in turn may lead to lower vaccination coverage and loss of herd immunity. Here, we will discuss some of the elements associated with public perceptions and fear of vaccination and place these into the context of how deadly several vaccine-preventable childhood diseases can be if vaccination coverage is insufficient.


","introduction;;
introduction;;
introduction;;
introduction;;
introduction;;","In this review, we will focus on the current concerns that have surfaced regarding a possible association be- tween autism and childhood vaccination. One theory sug- gests that the MMR vaccine may precipitate autism in a subpopulation of vaccinated children (47). The second theory proposes that the mercury-containing preservative, thimerosal, is a vaccine additive that may act as an envi- ronmental trigger for the development of autism (22). ;;
Unfortunately, the fear of contracting these childhood diseases has been displaced by fears of the MMR vac- cine itself. One anecdotal study, based on 12 children with autistic spectrum disorders, has triggered wide- spread fear and concern over the safety of the MMR vac- cine because it questioned whether the vaccine was linked to increased rates of autism in immunized children (47). Since its publication in 1998 (47) and widespread media coverage (32), MMR vaccine coverage in the U.K. de- clined from 91% in 1997 (14) to 82% in 2004 (13), with vaccine coverage as low as 60% in some regions (53). ;;
One anecdotal study, based on 12 children with autistic spectrum disorders, has triggered wide- spread fear and concern over the safety of the MMR vac- cine because it questioned whether the vaccine was linked to increased rates of autism in immunized children (47). Since its publication in 1998 (47) and widespread media coverage (32), MMR vaccine coverage in the U.K. de- clined from 91% in 1997 (14) to 82% in 2004 (13), with vaccine coverage as low as 60% in some regions (53). ;;
Together, these two large epi- demiological studies indicate that the mortality rate after MMR vaccination is less than one death per 3.5 million vaccinations, clearly demonstrating the safety of this vac- cine over the potentially lethal consequences of con- tracting natural measles, mumps, or rubella (Fig. 2). 
Despite an exceptionally strong safety record, the use of MMR vaccination came under intense scrutiny after a clinical study published by Wakefield et al. in 1998 (47). These investigators described a chronic enterocolitis in 12 children with autism or other pervasive developmental dis- orders (PDD) (47). ;;
Despite an exceptionally strong safety record, the use of MMR vaccination came under intense scrutiny after a clinical study published by Wakefield et al. in 1998 (47). These investigators described a chronic enterocolitis in 12 children with autism or other pervasive developmental dis- orders (PDD) (47). The authors suggested that the devel- opmental disorders seen in these children might be related to enterocolitis and further suggested that because the par- ents or the children’s primary physicians temporally as- sociated administration of the MMR vaccine with the on- set of developmental problems, it was plausible that the MMR vaccine was responsible for triggering these events.;;


","describes;;
discusses;;
discusses;;
disputes;;
discusses;;
","neutral;;
neutral;;
neutral;;
neutral;;
neutral;;",no;;,
2005,10.1111/j.1469-7610.2005.01425.x,doi.org,"No effect of MMR withdrawal on the incidence of autism: a total population study

","Background: A causal relationship between the measles, mumps, and rubella (MMR) vaccine and occurrence of autism spectrum disorders (ASD) has been claimed, based on an increase in ASD in the USA and the UK after introduction of the MMR vaccine. However, the possibility that this increase is coincidental has not been eliminated. The unique circumstances of a Japanese MMR vaccination program provide an opportunity for comparison of ASD incidence before and after termination of the program.
Methods: This study examined cumulative incidence of ASD up to age seven for children born from 1988 to 1996 in Kohoku Ward (population approximately 300,000), Yokohama, Japan. ASD cases included all cases of pervasive developmental disorders according to ICD‐10 guidelines.
Results: The MMR vaccination rate in the city of Yokohama declined significantly in the birth cohorts of years 1988 through 1992, and not a single vaccination was administered in 1993 or thereafter. In contrast, cumulative incidence of ASD up to age seven increased significantly in the birth cohorts of years 1988 through 1996 and most notably rose dramatically beginning with the birth cohort of 1993.
Conclusions: The significance of this finding is that MMR vaccination is most unlikely to be a main cause of ASD, that it cannot explain the rise over time in the incidence of ASD, and that withdrawal of MMR in countries where it is still being used cannot be expected to lead to a reduction in the incidence of ASD.",introduction;;,"Publication of a study claiming a causal relationship between the measles, mumps, and rubella (MMR) vaccine and autism spectrum disorders (ASD) (Wakefield, 1999; Wakefield et al., 1998) sparked a heated debate, primarily in the USA and UK, which relates not only to the etiology of ASD, but also impacts immunization policy. Among data used to argue the case are ASD frequency studies.;;",disputes;;,neutral;;,no;;,
2005,10.1207/s15427625tcq1403_4,Other,"""I Knew There Was Something Wrong with That Paper"": Scientific Rhetorical Styles and Scientific Misunderstandings","This selection unpacks scientific prose and claim substantiation for Nobel Prize winner, Stan Prusiner, in the transmissible spongiform encephlopathies field (i.e., mad cow disease). Applying linguistic strategies such as M. A. K. Halliday's ""favorite clause type,"" the author examines argumentative strategies in dense scientific prose both in bold and cautious rhetorical styles and invented lexical changes in new scientific development.
",middle section;“PROBLEMATICALLY BOLD OR CAUTIOUS RHETORICAL STYLES ”;;,"The link between au- tism and early childhood vaccinations, publicized in the media and debated in Congress, persuaded countless parents to decide against vaccinating their children, leading to outbreaks of measles and other infections in several states. The bold rhe- torical style employed in the original study (Wakefield et al.) possibly contributed to misreading of its findings by lay journalists who were incapable of assessing the statistical data or the interpretive methods that scientists in Wakefield’s field saw as flawed. Wakefield eventually retracted his study (Wakefield). 
",critiques;;,negative;;,yes;;,Bad citations format
2005,10.1093/fampra/cmi066,doi.org,"Predicting parents' decisions on MMR immunisation: a mixed method investigation 

","Background. Increasing uptake rates for MMR vaccination requires an understanding of factors leading parents to decide for and against vaccination, particularly in the light of recent developments.
Objective. We investigated factors relevant to immunising and non-immunising parents and the extent to which these factors predicted their decisions.
Methods. The study was conducted in Edinburgh, UK. A two-stage mixed method design was used. Delphi technique elicited parents' views of factors relevant to MMR immunisation. Twenty-six factors identified as relevant were incorporated into a final questionnaire. Using cluster sampling, the final questionnaire was distributed to parents recruited through a group of local nurseries. 110 parents participated: eighty (72.7%) had had their child MMR vaccinated, thirty (27.3%) had refused the vaccine. The factors in the final questionnaire were analysed against vaccination status using a direct binary logistic regression model.
Results. Four factors significantly predicted vaccination status, (prediction toward ‘yes vaccination’). These were the influence of current research (OR = 0.18, 95% CI = 0.07–0.51), the helpfulness of leaflets and information packs (OR = 3.27, 95% CI = 1.38–7.75), the importance of eradication of rubella (OR = 2.42, 95% CI = 1.01–5.78), and the importance attached to the risk of adverse reactions (OR = 0.65, 95% CI = 0.48–0.87).
Conclusions. Differences between immunising and non-immunising parents lie in the importance attached to four relevant factors. Excluding risk of adverse reactions, these factors have not been previously identified as salient and require to be explored further. Health advice to parents should highlight the identified importance attached to eradicating rubella and explicitly reflect research findings.
","introduction;;
introduction;;","Recent developments make this a particularly apposite time to consider parental attitudes towards MMR vaccination of their children. Parental concerns over safety of the vaccine have been clearly visible since the initial suggestion by Wakefield and colleagues1 of a possible link between children's receipt of the vaccine, gastrointestinal disease and autistic-spectrum disorders. Publication of this suggested link was followed by a decline in uptake rates of the combined MMR vaccine across the UK, in some parts to as low as 61.4%.2;;
In this, parental behaviour is consistent with that found in relation to vaccination generally22 and other health behaviours involving perceptions of risks.23
We report here the results of a study of the factors that predict parents' decisions for and against MMR vaccination of their children, in the light of renewed criticism of the Wakefield et al. study.1 In this study we aimed (a) using a ‘bottom-up’ approach, to identify the factors relevant to both immunising and non-immunising parents, and (b) to investigate the extent to which the identified factors predicted immunisation or non-immunisation.;;","credits;;
disputes;;","neutral;;
neutral",no;;,
2005,10.1207/s15326888chc3403_4,Other,"Parental Report of Eating Problems and Gastrointestinal Symptoms in Children With Pervasive Developmental Disorders 
","Parents of children of 89 children with pervasive developmental disorder were sur- veyed about their child’s eating, gastrointestinal symptoms, and behavior problems. Results revealed potentially interesting relationships among self-injurious behavior, pica, feeding problems, and gastrointestinal symptoms in this population. Although over 60% of children were reported to have strong food preferences, only 6.7% of parents reported that their child had a feeding problem. Most children exhibited high rates of pica and self-injurious behavior that affected the family’s quality of life. Some children experienced at least one symptom of gastrointestinal distress weekly, and bowel problems appeared to be related to some aspects of feeding. Although methodological issues limit these data, future research should focus on further rela- tions among these factors in this population. 
",introduction;;,"One observable indicator of delayed gastric emptying is constipation. 
Preliminary evidence has suggested that some children with autism and other PDDs may experience gastrointestinal problems (Horvath, Papadimitriou, Rabsztyn, Drachenberg, & Tildon, 1999; Lightdale et al., 2001; Wakefield et al., 1998; Williams et al., 2000). O’Moore (1978) reported that approximately 20% of children with autism or PDD experienced constipation.;;",cites for information;;,neutral;;,no;;,
2005,10.1111/j.1748-720x.2005.tb00511.x,Other,"Is There a Medical Malpractice Crisis in the UK?



",None,middle section;“S o is t h e r e a M e d i c a l M a l p r a c t i c e C r i s i s ?“;;,"According to the Chief Medical Officer’s Report, there are 2,900 potential claim ants following upon the heels of the selead~ases.7~ 
Another recent medical“scandal”arose as a result of a piece of medical research which suggested that the triple vaccine MMR (mumps, measles and rubella) caused inflammatory bowel disease and this in turn caused autism. The source of this was a single journal article72 which was later discredited.;;",describes;;,negative;;,no;;,
