0,1,2,3,4,5,6,7,8,9,10,11
2039505288,10.1097/00000539-200010000-00022,2020,2000,,Tendencias en el uso de coloides en la Unidad de Terapia Intensiva: albúmina humana y coloides sintéticos,María del Pilar Aguilar Ramírez ;; Miguel Remolina Schlig,Médica Sur,,2009.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1016/J.BPA.2008.11.004,Relevance of albumin in modern critical care medicine.,Jean Louis Vincent,Best Practice & Research Clinical Anaesthesiology,Best Pract Res Clin Anaesthesiol,2009.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1054/CLNU.2001.0440,The treatment of hypoalbuminaemia.,S.P. Allison ;; D.N. Lobo ;; Z. Stanga,Clinical Nutrition,Elsevier,2001.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1016/S1053-0770(03)00059-4,The perioperative management of patients with severe emphysema.,Katherine P Grichnik ;; Steven E Hill,Journal of Cardiothoracic and Vascular Anesthesia,Elsevier,2003.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1016/S1280-4703(02)71821-5,Medicamentos derivados del plasma,P Poullin ;; P Lefevre,EMC - Anestesia-Reanimación,Elsevier Masson,2002.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1017/S0265021503001273,Albumin administration--what is the evidence of clinical benefit? A systematic review of randomized controlled trials.,G. R. Haynes ;; R. J. Navickis ;; M. M. Wilkes,European Journal of Anaesthesiology,Cambridge University Press,2005.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1517/14740338.6.4.407,Safety and efficacy of albumin administration in trauma.,Byron Chalidis ;; Nikolaos Kanakaris ;; Peter V Giannoudis,Expert Opinion on Drug Safety,Taylor & Francis,2007.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,,GUÍAS DE ATENCIÓN PEDIÁTRICA,Juan P. Garrahan,,,2009.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1179/ACB.2007.092,FLUID RESUSCITATION: COLLOIDS VS CRYSTALLOIDS,Jean Louis Vincent,Acta Clinica Belgica,Acta Clin Belg,2007.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1378/CHEST.08-0754,Serum albumin concentration and waiting list mortality in idiopathic interstitial pneumonia.,David A. Zisman ;; Steven M. Kawut ;; David J. Lederer ;; John A. Belperio ;; Joseph P. Lynch ;; Marvin I. Schwarz ;; John A. Tayek ;; David B. Reuben ;; Arun S. Karlamangla,Chest,Elsevier,2009.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1006/BBRC.2001.5042,An analog of the human albumin N-terminus (Asp-Ala-His-Lys) prevents formation of copper-induced reactive oxygen species.,David Bar-Or ;; Leonard T. Rael ;; Edward P. Lau ;; Nagaraja K.R. Rao ;; Gregory W. Thomas ;; James V. Winkler ;; Richard L. Yukl ;; Robert G. Kingston ;; C.Gerald Curtis,Biochemical and Biophysical Research Communications,Biochem Biophys Res Commun,2001.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1007/S00101-007-1235-4,"[Determinants of insensible fluid loss. Perspiration, protein shift and endothelial glycocalyx].",Jacob M ;; Chappell D ;; Hofmann-Kiefer K ;; Conzen P ;; Peter K ;; Rehm M,Anaesthesist,Anaesthesist,2007.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1002/9780470760086.CH5,Fluid and Electrolyte Balance,William E. Scorza ;; Anthony Scardella,"Critical Care Obstetrics, Fourth Edition","John Wiley & Sons, Ltd",2008.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1007/S00101-007-1235-4,"Determinanten des insensiblen Flüssigkeitsverlustes: Perspiratio, Proteinshift und endotheliale Glykokalyx",M. Jacob ;; D. Chappell ;; K. Hofmann-Kiefer ;; P. Conzen ;; K. Peter ;; M. Rehm,Anaesthesist,Springer Science and Business Media LLC,2007.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,,Plasma transfusions in horses with typhlocolitis/colitis.,Luis G Arroyo ;; William Sears ;; Diego E Gomez,Canadian Veterinary Journal-revue Veterinaire Canadienne,Can Vet J,2019.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1016/B978-84-8086-637-8.50047-1,Capítulo 47 – Albúmina,Begoña Rementeria ;; Luciano Aguilera ;; Iñaki Santos ;; Ariadna Varela,Tratado de Medicina Transfusional Perioperatoria (Primera edición)#R##N#0,,2010.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1007/88-470-0417-9_17,Fluid Resuscitation in Trauma,G. Berlot,,"Springer, Milano",2006.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1592/PHCO.23.1.88.31914,Albumin use in neurosurgical critical care.,Kimberly L. Varney ;; Byron Young ;; Jimmi Hatton,Pharmacotherapy,Pharmacotherapy,2003.0,mag,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1007/s11739-012-0802-0,Hypoalbuminemia,"Gatta, Angelo; Verardo, Alberto; Bolognesi, Massimo",,,2012.0,coci,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1002/9781119129400.ch6,Fluid And Electrolyte Balance,"Scorza, William E.; Maynard, Sharon; Scardella, Anthony",,,2018.0,coci,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1007/978-3-662-10597-9_26,Therapie Mit Albumin,"Lundsgaard-Hansen, P.",,,2004.0,coci,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1002/9781444316780.ch6,Fluid And Electrolyte Balance,"Scorza, William E.; Scardella, Anthony",,,2011.0,coci,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1097/00003643-200310000-00003,Albumin Administration - What Is The Evidence Of Clinical Benefit? A Systematic Review Of Randomized Controlled Trials,"Haynes, G. R.; Navickis, R. J.; Wilkes, M. M.",,,2003.0,coci,0
2039505288,10.1097/00000539-200010000-00022,2020,2000,10.1213/ane.0000000000005113,Notice Of Retraction,,,,2020.0,coci,1
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1016/J.ANNFAR.2004.12.003,Quel bénéfice peut-on attendre de l'hyperhydratation et de l'optimisation hémodynamique per- et postopératoire des patients ?,Marianne Carlier,Annales Francaises D Anesthesie Et De Reanimation,Ann Fr Anesth Reanim,2005.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,,Volume Replacement in Critically Ill Patients with Acute Renal Failure,Maximilian J. R. Ragaller ;; Hermann Theilen ;; Thea Koch,Journal of The American Society of Nephrology,American Society of Nephrology,2001.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1002/14651858.CD007594.PUB3,Hydroxyethyl starch (HES) versus other fluid therapies: effects on kidney function,Thomas C Mutter ;; Chelsea A Ruth ;; Allison B Dart,Cochrane Database of Systematic Reviews,"John Wiley & Sons, Ltd",2013.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1002/BJS.5726,Randomized clinical trial comparing the effects on renal function of hydroxyethyl starch or gelatine during aortic aneurysm surgery,A. Mahmood ;; P. Gosling ;; R. K. Vohra,British Journal of Surgery,"John Wiley & Sons, Ltd",2007.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1007/BF03018316,"Fluid choice for resuscitation of the trauma patient: a review of the physiological, pharmacological, and clinical evidence.",Joachim Boldt,Canadian Journal of Anaesthesia-journal Canadien D Anesthesie,Can J Anaesth,2004.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1111/J.1365-2133.2004.06272.X,Pruritus precipitated by hydroxyethyl starch: a review.,K. Bork,British Journal of Dermatology,Blackwell Science Ltd,2005.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1016/S1875-4597(09)60027-8,"Hydroxyethyl Starch Interferes with Human Blood Ex Vivo Coagulation, Platelet Function and Sedimentation",Fu-Chao Liu ;; Chang-Hui Liao ;; Yao-Wen Chang ;; Jiin-Tarng Liou ;; Yuan-Ji Day,Acta Anaesthesiologica Taiwanica,Elsevier,2009.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1016/S0952-8180(01)00225-2,Hydroxyethyl starch (HES) does not directly affect renal function in patients with no prior renal impairment.,Marius G. Dehne ;; Jörg Mühling ;; Armin Sablotzki ;; Karl-Lorenz Dehne ;; Nicola Sucke ;; Gunter Hempelmann,Journal of Clinical Anesthesia,Elsevier,2001.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1097/00000539-200203000-00011,Hydroxyethyl starch in balanced electrolyte solution (Hextend)--pharmacokinetic and pharmacodynamic profiles in healthy volunteers.,Nicholas J. Wilkes ;; Rex L. Woolf ;; Michael C. Powanda ;; Tong J. Gan ;; Sam J. Machin ;; Andrew Webb ;; Marjorie Mutch ;; Elliott Bennett-Guerrero ;; Michael Mythen,Anesthesia & Analgesia,LIPPINCOTT WILLIAMS & WILKINS,2002.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.2147/IJGM.S3495,Update on transfusion solutions during surgery: review of hydroxyethyl starches 130/0.4.,Ornella Piazza ;; Giuliana Scarpati,International Journal of General Medicine,Dove Press,2010.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1016/B978-1-4160-5476-4.00052-3,52 – How Does One Optimize Care in Patients at Risk for or Presenting with Acute Kidney Injury?,Josée Bouchard ;; Ravindra L. Mehta,Evidence-Based Practice,,2011.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1111/TRF.12892,Hydroxyethyl starch and granulocyte transfusions: considerations of utility and toxicity profile for patients and donors.,Daniel R. Ambruso ;; Daniel R. Ambruso,Transfusion,"John Wiley & Sons, Ltd",2015.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,,Proteção Renal na Unidade de Terapia Intensiva Cirúrgica* Renal Protection in a Surgical Intensive Care Unit,Luciana Moraes dos Santos ;; Ludhmila Abrahão Hajjar ;; Filomena Regina ;; Barbosa Galas ;; Constantino José Fernandes Júnior ;; José Otávio ;; Costa Auler,,,2006.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1016/B978-0-443-06959-8.00045-5,Renal Function Monitoring,Mark Stafford-Smith ;; Andrew Shaw ;; Solomon Aronson,,Elsevier,2010.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1016/S0140-6736(00)04211-2,Effects of hydroxyethylstarch and gelatin on renal function in severe sepsis: a multicentre randomised study,Frédérique Schortgen ;; Jean-Claude Lacherade ;; Fabrice Bruneel ;; Isabelle Cattaneo ;; François Hemery ;; François Lemaire ;; Laurent Brochard,The Lancet,Elsevier,2001.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1016/J.JAMCOLLSURG.2006.01.003,Fluid therapy and surgical outcomes in elective surgery: a need for reassessment in fast-track surgery.,Kathrine Holte ;; Henrik Kehlet,Journal of The American College of Surgeons,Elsevier,2006.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1081/JDI-100103493,Impairment of renal function after cardiopulmonary bypass is not influenced by dopexamine.,Marius G. Dehne ;; Thomas F. Klein ;; Jorg Mühling ;; Armin Sablotzki ;; Christian Osmer ;; Gunter Hempelmann,Renal Failure,Taylor & Francis,2001.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1016/S1280-4703(11)71033-7,Coloides o soluciones macromoleculares de reposición vascular,Y. Blanlœil ;; A. Roquilly ;; B. Rozec ;; K. Asehnoune ;; C. Lejus,EMC - Anestesia-Reanimación,Elsevier Masson,2011.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1111/J.1778-428X.2003.TB00178.X,The Colloid Crystalloid Debate: Are We Asking the Right Question?,Eugene W. Moretti ;; Kerri M. Robertson ;; Tong J. Gan,Transfusion Alternatives in Transfusion Medicine,Blackwell Publishing Ltd,2003.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1007/S00540-008-0659-6,Influence of low-molecular-weight hydroxyethyl starch on microvascular permeability in patients undergoing abdominal surgery: comparison with crystalloid.,Yuko Ando ;; Yoshiaki Terao ;; Makoto Fukusaki ;; Kazunori Yamashita ;; Masafumi Takada ;; Takahiro Tanabe ;; Koji Sumikawa,Journal of Anesthesia,Springer Japan,2008.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1002/14651858.CD003590.PUB4,Interventions for protecting renal function in the perioperative period.,Mathew Zacharias ;; Mohan Mugawar ;; G Peter Herbison ;; Robert J Walker ;; Karen Hovhannisyan ;; Pal Sivalingam ;; Niamh P Conlon,Cochrane Database of Systematic Reviews,"John Wiley & Sons, Ltd",2013.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1186/1471-227X-8-1,Systematic review of randomized clinical trials on the use of hydroxyethyl starch for fluid management in sepsis,Christian J Wiedermann,BMC Emergency Medicine,BioMed Central,2008.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1097/ALN.0B013E3181A7EC82,Hydroxyethyl starches: different products--different effects.,Martin Westphal ;; Michael F. M. James ;; Sibylle Kozek-Langenecker ;; Reto Stocker ;; Bertrand Guidet ;; Hugo Van Aken,Anesthesiology,The American Society of Anesthesiologists,2009.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1007/S00508-004-0237-3,Hydroxyethyl starch--can the safety problems be ignored?,Christian J. Wiedermann,Wiener Klinische Wochenschrift,Springer Vienna,2004.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1002/BJS.9943,"Meta-analysis of colloids versus crystalloids in critically ill, trauma and surgical patients",S. H. Qureshi ;; S. I. Rizvi ;; N. N. Patel ;; G. J. Murphy,British Journal of Surgery,"John Wiley & Sons, Ltd",2016.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,,Utilización perioperatoria de coloides por los anestesiólogos españoles: encuesta de opinión,Basora M ;; Moral ;; Llau Jv ;; Silva S,Revista española de anestesiología y reanimación,Rev Esp Anestesiol Reanim,2007.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1016/J.BPA.2008.11.001,Relevance of non-albumin colloids in intensive care medicine,Christian Ertmer ;; Sebastian Rehberg ;; Hugo Van Aken ;; Martin Westphal,Best Practice & Research Clinical Anaesthesiology,Best Pract Res Clin Anaesthesiol,2009.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1093/BJA/AEL359,Hydroxyethyl starch: does our choice of colloid prevent or add to renal impairment?,G.H. Mills,BJA: British Journal of Anaesthesia,Oxford University Press,2007.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1007/S00134-003-2144-X,Renal impairment in cardiac surgery patients receiving hydroxyethyl starch.,Christian J. Wiedermann,Intensive Care Medicine,Springer-Verlag,2004.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1002/9781444319583.CH14,Choice of Colloid for Intensive Care Patients,Yasser Sakr ;; Yalcin Inel,,Wiley‐Blackwell,2010.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1093/BJA/AEL333,Effects of hydroxyethyl starch administration on renal function in critically ill patients,Yasser Sakr ;; Didier Payen ;; Konrad Reinhart ;; Fernando Suárez Sipmann ;; Edward Zavala ;; Jeremy Bewley ;; Gernot Marx ;; Jean Louis Vincent,BJA: British Journal of Anaesthesia,Oxford University Press,2007.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1017/S0265021506000639,Renal impact of fluid management with colloids: a comparative review.,I. J. Davidson,European Journal of Anaesthesiology,Cambridge University Press,2006.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.2165/00002018-200225120-00002,Hydroxyethylstarch as a risk factor for acute renal failure: is a change of clinical practice indicated?,Joachim Boldt,Drug Safety,Springer International Publishing,2002.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1007/S00134-007-0716-X,Pharmacodynamics and organ storage of hydroxyethyl starch in acute hemodilution in pigs: Influence of molecular weightand degree of substitution,Christoph Eisenbach ;; Alexander H. Schönfeld ;; Norbert Vogt ;; Moritz N. Wente ;; Jens Encke ;; Wolfgang Stremmel ;; Eike Martin ;; Ernst Pfenninger ;; Markus A. Weigand,Intensive Care Medicine,Springer-Verlag,2007.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1177/039139880402701206,Prevention of acute renal failure--fluid repletion and colloids.,S.M. Jakob,International Journal of Artificial Organs,Wichtig Publishing s.r.l.,2004.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1097/00075198-200212000-00009,Techniques for assessing and achieving fluid balance in acute renal failure.,Ravindra L Mehta ;; William C Clark ;; Miet Schetz,Current Opinion in Critical Care,Curr Opin Crit Care,2002.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1007/S00540-010-1034-Y,Colloid solutions: a clinical update,Tomi T. Niemi ;; Ryo Miyashita ;; Michiaki Yamakage,Journal of Anesthesia,Springer Japan,2010.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1111/J.1778-428X.2007.00070.X,The starch family: are they all equal? Pharmacokinetics and pharmacodynamics of hydroxyethyl starches,Cornelius Jungheinrich,Transfusion Alternatives in Transfusion Medicine,Blackwell Publishing Ltd,2007.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.1007/978-0-387-92278-2_23,Impact of Hydroxyethyl Starch on Renal Function,G. Marx ;; L. Hüter ;; T. Schuerholz,,"Springer, New York, NY",2009.0,mag,0
2796436963,10.1213/00000539-199911000-00009,2020,1999,10.5897/AJPP12.902,Comparison of hydroxyethyl starch and succinylated gelatin in cadaver renal graft function in kidney- transplant recipients,Bin Liu ;; Meihua Piao ;; Chunyan Zhou ;; Yaowen Fu ;; Chunsheng Feng,African Journal of Pharmacy and Pharmacology,Academic Journals,2013.0,mag,0
