1855,"What do we know about trachoma in the economically weakest infantile population of Kara in Togo? (HSC) Medicine - Infectious Disease; (HSC) Medicine - Ophthalmology; (PUB) Society/Association Journals;  Bulletin de la Société Belge d'Ophtalmologie ---Societe Belge D'Ophtalmologie Centre Hospittalier Universitaire de Kara, Kara, Togo",+Notice - Unable to Access via current resources,K D Ayena A Amza Y M Agbo M Dorkenoo K D Azoumah K S Dogbe K S Sognikin S A Komlagan E Mathieu R Bronzan KK Anthony YK Sodahlon MJ Banla K P Balo,01/01/2010 2130914 unavailable,01/01/2010 22022739 unavailable,Research Article Retraction,Togo Unknown
6932,"Curve Relativity Analyze for Relationship between Blood Pressure and Atmospheric Temperature Using Matlab (B/T) Computer Science; (B/T) Technology; (HSC) Medicine - Cardiovascular; (PHY) Mathematics;  2009 International Conference on E-Learning, E-Business, Enterprise Information Sytms & E-Gvmt ---Institute of Electrical and Electronics Engineers (IEEE) Cardiology Department of The Second Affiliated Hospital, Nanchang University, Nanchang, China Software College, Nanchang University, Nanchang, China",+Notice - Limited or No Information,Linglin Xia Hai Su,12/05/2009,12/28/2009  10.1109/EEEE.2009.74,Conference Abstract/Paper Retraction,China No
7709,"Statistical analysis and data mining research on endocrine hormone of patients with mammary gland disease (HSC) Biostatistics/Epidemiology; (HSC) Medicine - Endocrinology; (PUB) Society/Association Journals;  2009 International Conference on Information Engineering and Computer Science ---Institute of Electrical and Electronics Engineers (IEEE) School of Business Administration, JiMei University, Xiamen, China  Automation Department, Xiamen University, Xiamen, China  Department of Tumor Surgery, Xiamen First People's Hospital, Xiamen, China http://retractionwatch.com/2015/06/25/one-publisher-appears-to-have-retracted-thousands-of-meeting-abstracts-yes-thousands/",+Breach of Policy by Author+Investigation by Journal/Publisher+Notice - Limited or No Information,Yuan Wang Guoli Ji Chengqi Chen,12/19/2009  10.1109/ICIECS.2009.5365534,12/28/2009  10.1109/ICIECS.2009.5365534,Conference Abstract/Paper Retraction,China No
1042,"Hydrogen Peroxide Affects Abscisic Acid Binding to ABAP1 in Barley Aleurones (BLS) Biochemistry; (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Drug Design; (HSC) Medicine - Pharmacology;  Biochemistry and Cell Biology: Biochimie et Biologie Cellulaire ---Canadian Science Publishing Department of Plant Science, University of Manitoba, Winnipeg, MB R3T 2N2, Canada",+Results Not Reproducible+Unreliable Results,Fawzi A Razem Robert D Hill,09/14/2007 17901904 10.1139/o07-107,12/22/2009 20130686 10.1139/O09-910,Research Article Retraction,Canada No
3721,Tracking the footprints of the rabies virus: are we any closer to decoding this elusive virus? (BLS) Microbiology; (HSC) Medicine - Infectious Disease; (HSC) Veterinary Science; (PUB) Society/Association Journals;  Journal of Clinical Pathology ---BMJ Publishing National Institute of Mental Health and Neuro Sciences http://retractionwatch.com/2012/02/02/rabies-paper-retracted-for-plagiarism-and-more-from-the-journal-of-clinical-pathology/,+Plagiarism of Article,Anita Mahadevan Suja MS Madhusudana SN Shankar SK,08/28/2008 18955584 10.1136/jcp.2006.045682,12/21/2009 20026705 10.1136/jcp.2006.045682retr,Review Article Retraction,India No
1729,"Relation of Atherosclerotic Cardiovascular Events to Progression of Aortic Stenosis in Older Men (BLS) Biology - General; (HSC) Medicine - Cardiology;  Clinical Cardiology ---Wiley Krannert Institute of Cardiology and Roudebush VA Medical Center, Indian University School of Medicine, Indianopolis, Indiana, USA",+Lack of Approval from Company/Institution,Masoor Kamelesh Charlotte Ng George J Eckert,12/14/2009 20014176 10.1002/clc.20541,12/14/2009 20014176 10.1002/clc.20541,Clinical Study Retraction,United States No
21472,"The First International Summit of Noninvasive Ultrasound Treatment, Chongqing, China, October 22nd to 23rd 2009 (HSC) Medicine - Rehabilitation/Therapy; (HSC) Radiology/Imaging;  Ultrasonics Sonochemistry ---Elsevier Coventry University, Faculty of Health and Life Sciences, James Starley Building, Coventry CV1 5FB, United Kingdom",+Duplication of Article+Error by Journal/Publisher,Timothy J Mason,12/11/2009 20056469 10.1016/j.ultsonch.2009.12.011,12/11/2009 20056469 10.1016/j.ultsonch.2009.12.011,Research Article Retraction,United Kingdom No
4605,"3D delineation of prostate, rectum and bladder on MR images (B/T) Computer Science; (HSC) Radiology/Imaging;  Computerized Medical Imaging and Graphics: the Official Journal of the Computerized Medical ---Elsevier Inserm U703, Medical Technology Institute, CHRU Lille, France Faculty of Medicine, University of Lille II, UPRES EA 1049, Lille, France Radiology Department, Claude Huriez Hospital, Lille, France",+Duplication of Text,N Betrouni A S Dewalle P Puech M Vermandel J Rousseau,08/09/2008 18692991 10.1016/j.compmedimag.2008.07.002,12/01/2009 19866515 10.1016/j.compmedimag.2008.07.002,Research Article Retraction,France No
4317,"5-Fluorouracil-loaded iron/ethylcellulose (core/shell) nanoparticles for active targeting of cancer (BLS) Biology - Cancer; (HSC) Medicine - Drug Design; (HSC) Medicine - Oncology; (HSC) Medicine - Pharmacology; (PHY) Engineering - Chemical; (PHY) Materials Science;  Journal of Drug Targeting ---Taylor and Francis Department of Pharmacy and Pharmaceutical Technology, Faculty of Pharmacy, University of Granada, GranadaDepartment of Applied Physics, Faculty of Sciences, University of Granada, Granada",+Error in Methods+Results Not Reproducible,Jose L Arias Margarita Lopez-Viota Angel V Delgado M Adolfina Ruiz,09/02/2009 19725757 10.1080/10611860903244207,12/01/2009 19916875 10.3109/10611860903244207,Research Article Retraction,Spain Yes
3969,"A Transmesenteric Hernia in a Child: Gangrene of a Long Segment of Small Bowel Through a Large Mesenteric Defect (HSC) Medicine - Gastroenterology; (HSC) Medicine - Pediatrics; (PUB) Society/Association Journals;  The Korean Journal of Gastroenterology: Taehan Sohwagi Hakhoe chi ---Korean Society of Gastroenterology Department of Surgery, Chonnam National University Medical School, Gwangju, Korea",+Notice - Limited or No Information,Chan Yong Park Jung Chul Kim SooJin Na Choi Shin Kon Kim,05/01/2009 19458470 10.4166/kjg.2009.53.5.320,12/01/2009 20052812 10.4166/kjg.2009.54.6.420,Case Report Retraction,South Korea No
4825,"Abstracts of the American College of Surgeons 94th Annual Clinical Congress and the 64th Annual Sessions of the Owen H Wangensteen Forum on Fundamental Surgical Problems, 11-15 October 2009, Chicago, Illinois, USA (BLS) Biochemistry; (BLS) Biology - Molecular; (HSC) Medicine - Immunology; (HSC) Medicine - Surgery;  Journal of the American College of Surgeons ---Elsevier",+Notice - Lack of,M J Karim M J Bhattacherjee M J Biswas M J Paterson,09/01/2009 20039489,12/01/2009 20043360,Conference Abstract/Paper Retraction,No
1945,"An African Ancestry-specific Allele of CTLA4 Confers Protection Against rheumatoid Arthritis in African Americans (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Geriatric;  PLoS Genetics ---PLoS University of Alabama at Birmingham, Birmingham, Alabama, United States of America Emory University, Atlanta, Georgia, United States of AmericaUniversity of North Carolina, Chapel Hill, North Carolina, United States of AmericaMedical University of South Carolina, Charleston, South Carolina, United States of AmericaWashington University School of Medicine, St. Louis, Missouri, United States of America University of Oxford, United Kingdom",+Error in Data+Results Not Reproducible+Unreliable Data+Unreliable Results,"James M Kelley Laura B Hughes Jeffrey D Faggard Maria I Danila Monica H Crawford Yuanqing Edberg Miguel A Padilla Hemant K Tiwari Andrew O Westfall Graciela S Alarcon Doyt L Conn Beth L Jonas Leigh F Callahan Edwin A Smith Richard D Brasington, Jr David B Allison Robert P Kimberly Larry W Moreland Jeffrey C Edberg S Louis Bridges, Jr",03/20/2009 19300490 10.1371/journal.pgen.1000424,12/01/2009 20020059 10.1371/annotation/80bd7285-9d2d-403a-8e6f-9c375bf977ca,Research Article Retraction,United Kingdom United States No
16186,"Biodegradable Polymer Microspheres for Controlled Drug Release (HSC) Medicine - Drug Design; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society BK-21 Polymer BIN Fusion Research Team, Chonbuk National University, 664-14, Dukjin Ku, Jeonju 561-756, Korea Department of Chemical Engineering, Chonbuk National University,664-14, Dukjin, Jeonju 561-756, Korea Research Center, Daehwa Parm. Co. Ltd., 1056-17, Namhyun, Gwanak Seoul 151-802, Korea Nanobiomaterials Lab, Korea Research Institute of Chemical Technology, P. O. BOX 107, Yuseong, Daejon 305-506, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Jung Soo Park Jun Hee lee Hyung-Shik Shin Tae-Wan Lee Moon Suk Kim Gilson Khang John M Rhee Han Ku Lee Hai Bang Lee,03/01/2007 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16190,"Biopharmaceutical Correlation of Insoluble Drugs using Lipid-base Formulations (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Drug Design; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer Fusion Res Center, Chonbuk Nat'l Univ, 664-14, Dukjin, Jeonju 561-756, Korea Dept of Chem Eng, Chonbuk Nat'l Univ, 664-14, Dukjin, Jeonju 561-756, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Jun Hee Lee Jae Soo Jeong Sang-Wook Park Dae Sung Kim Won Kim Sik Il Ahn Jong Hak Park Yun Tae Kim Hyung-Shik Shin John M Rhee Gilson Khang,05/01/2008 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
1166,"Effects of Combination Treatment With Losartan and Trandolapril on Office and Ambulatory Blood Pressures in Non-diabetic Renal Disease: A COOPERATE-ABP Substudy (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Cardiovascular; (HSC) Medicine - Drug Design;  American Journal of Nephrology ---Karger Kaikou-Kai Central Clinic, Division Nephrology, Nagaya Kyoritsu Hospital, Nagoy and bDivision of Nephrology and Dialysis Center, Kobe University School of Medicine, Kobe, Japan",+Error in Data+Error in Results and/or Conclusions+Unreliable Results,Naoyuki Nakao Hachiro Seno Hirotake Kasuga Takanobu Toriyama Hirohisa Kawahara Masfumi Fukagawa,09/01/2004 15528874 10.1159/000081953,12/01/2009 19893299 10.1159/000257391,Clinical Study Retraction,Japan No
16187,"Microemulsions as Carriers for Drugs and Nutraceuticals (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Drug Design; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society BK-21 Polymer BIN Fusion Research Team, Chonbuk National University, 664-14, Dukjin, Jeonju 561-756, Korea Department of Chemical Engineering, Chonbuk National University, 664-14, Dukjin, Jeonju 561-756, Korea Research Center, Daehwa Parm. Co. Ltd., 1056-17, Namhyun, Gwanak Seoul 151-802, Korea Nanobiomaterials Lab, Korea Research Institute of Chemical Technology, P. O. BOX 107, Yuseong, Daejon 305-506, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Jung Soo Park Jun Hee Lee Hyung-Shik Shin Tae-Wan Lee Moon Suk Kim Gilson Khang John M Rhee Han Ku Lee Hai Bang Lee,04/01/2007 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16198,"Optimizing Transdermal Drug Therapy (HSC) Medicine - Dermatology; (HSC) Medicine - Drug Design; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer Fusion Research Center, Chonbuk Natl Univ, 664-14, Dukjin Dong 1 Ga, Dukjin, Jeonju 561-756, Korea Research Center, Daehwa Pharm Co Ltd, 1056-17 Namhyun-dong, Gwanak, Seoul 151-802, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Yun Tae Kim Sik Il Ahn Jong Hak Park Won Kim Dae Sung Kim Jun Hee Lee Eun Yong Lee Shin Eom Yong Ki Kim Se Ho Kim Hyun Jin Park Young Hyun Lee Kyong Yeol Seong Han-Koo Lee Gilson Khang,02/01/2009 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16196,"Penetration Enhancement of Drug through the Human Nail and Skin (HSC) Medicine - Dermatology; (HSC) Medicine - Drug Design; (HSC) Medicine - Pharmacology; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer Fusion Res Center, Chonbuk Natl Univ, 664-14, Dukjin, Jeonju 561-756, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Sik Il Ahn Shin Eom Yong Ki Kim Yun Tae Kim Jong Hak Park Jun Hee Lee Dae Sung Kim Won Kim Na Ri Jeon John M Rhee Gilson Khang,02/01/2009 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16193,"Recent Advances in Artificial Retinal Implant (HSC) Medicine - Ophthalmology; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer Fusion Research Center, Chonbuk National University, 664-14, Dukjin Ku, Jeonju 561-756, Korea Institute of Biomedical Science and Technology, Konkuk University, 143-130, Hwayang, Gwangjin, Seoul, Korea Thin Film Technology Laboratory, School of Chemical Engineering, Chonbuk National University,664-14, Dukjin, Jeonju 561-756 Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Gilson Khang Soon Hee Kim Young Sun Kang Hyung-Shik Shin John M Rhee,03/01/2008 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16195,"Recent Advances of Optimizing Transdermal Microneedle for Drug Delivery through Diffusion Modeling (B/T) Technology; (HSC) Medicine - Drug Design; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society BK-21 Polymer BIN Fusion Res. Team, Chonbuk Nat'l Univ., 664-14, Dukjin, Jeonju 561-756, Korea Res. Center, Daehwa Pharm. Co. Ltd., 1056-17 Namhyun, Gwanak, Seoul 151-802, Korea Nanobiomaterials Lab, KRICT, P.O. BOX 107, Yuseong, Daejon 305-506, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Jong Hyun Moh Myoung Jin Kim Yoon Tae Kim Gilson Khang Tae-Wan Lee,01/01/2008 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16191,"Recent Advances of the Improvement of Bioavailability for Poorly Water Soluble Drugs by Solid Dispersions (BLS) Biology - Cancer; (BLS) Biology - Molecular; (HSC) Medicine - Drug Design;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer Fusion Res Center, Chonbuk Nat'l Univ, 664-14, Dukjin, Jeonju 561-756, Korea, 1 Research Center, Daehwa Pharm Co Ltd, 1056-17 Gwanak, Seoul 151-802, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Jun Hee Lee Jeong Ku Young Hyun Lee Jong Hak Park Dae Sung Kim Won Kim Sik Il Ahn Yun Tae Kim Dongwon Lee Il-Sou Yoo John M Rhee Han-Koo Lee Gilson Khang,02/01/2009 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
7328,"Research.... Beyond Experiments! (HSC) Medicine - Cardiovascular;  Journal of Cardiovascular Translational Research ---Springer Artificial Heart Laboratory, Division of Cardiac Surgery, University of Michigan, MSRB I, A510E, 1150 West Medical Center Drive, Ann Arbor, MI 48109, USA",+Informed/Patient Consent - None/Withdrawn,Ravi Kumar Birla,08/14/2009,12/01/2009 20560013 10.1007/s12265-009-9122-9,Case Report Retraction,United States No
16188,"Solid Lipid Nanoparticles as a Drug Delivery System for Peptides and Proteins (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Drug Design; (PHY) Nanotechnology; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society BK-21 Polymer BIN Fusion Research Team, Chonbuk National University, 664-14,Dukjin, Jeonju 561-756, Korea Nanobiomaterials Lab, Korea Research Institute of Chemical Technology, P. O. BOX 107,Yuseong, Daejon 305-506, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Jun Hee Lee Sik Il Ahn Jong Hak Park Yun Tae Kim Gilson Khang John M Rhee Hai Bang Lee,02/01/2008 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16197,"Temperature-Induced Protein Release from Double Emulsions for Potential Transcutaneous Immunization (HSC) Medicine - Drug Design; (HSC) Medicine - Pharmacology; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society BK-21 Polymer BIN Fusion Res Team, Chonbuk Nat'l Univ., Dukjin, Jeonju 561-756, Korea Res. Center, Daehwa Pharm. Co. Ltd., 1056-17 Namhyun, Gwanak, Seoul 151-802, Korea Nanobiomaterials Lab, KRICT, P. O. BOX 107, Yuseong, Daejon 305-506, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Jun Hee Lee Jong Hak Park Sik Il Ahn Yun Tae Kim Gilson Khang Tae-Wan Lee Han-Koo Lee Hai Bang Lee,02/01/2008 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea No
16192,"The Study on Antifungal Therapy for the Onychomycosis: Part I (HSC) Medicine - Dermatology; (HSC) Medicine - Pharmacology; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer BIN Fusion Res Center, Chonbuk Nat'l Univ, 664-14 Dukjin, Jeonju, 561-756 Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Sik Il Ahn Shin Eom Yong Ki Kim Jae Min Oh Na Ri Jeon Dongwon Lee John M Rhee Gilson Khang,07/01/2009 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
859,"Therapeutic window of stem cell potential for targeting pediatric malignant brain tumors: an opportunity for stem cell therapy (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Biology - General; (HSC) Medicine - Oncology;  Stem Cell Reviews ---Springer Neuro-Oncology Research Laboratory Center for Neuroscience and Stem Cell Research, CHOC Children’s Research Institute Orange USA, Department of Neurology University of California Irvine USA,, Department of Neurological Surgery University of California Irvine USA, Department of Biological Science California State University Fullerton USA, Center for Stem Cell Biology and Regenerative Medicine Thomas Jefferson University Philadelphia USA, Department of Surgery, Keck School of Medicine University of Southern California Los Angeles USA",+Error by Journal/Publisher,Shengwen Calvin Li Yuan-Ping Han Brent A Dethlefs William Günter Loudon,04/23/2009,12/01/2009 19590989 10.1007/s12015-009-9066-0,Review Article Retraction,United States Unknown
16189,"Topical Drug Delivery System to the Nail (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Drug Design; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society Polymer Fusion Res Center, Chonbuk Nat‘l Univ, 664-14 Dukjin, Jeonju, 561-756, Korea Dept of Chem Eng, Chonbuk Nat‘l Univ, 664-14 Dukjin, Jeonju, 561-756, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Sik Il Ahn Jong Hak Park Jun Hee Lee Yun Tae Kim Dae Sung Kim Won Kim Hyung-Shik Shin John M Rhee Gilson Khang,05/01/2008 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
16194,"Transdermal Microneedle for Drug Delivery Applications (B/T) Technology; (HSC) Medicine - Drug Design; (PUB) Society/Association Journals;  Tissue Engineering and Regenerative Medicine ---Korean Tissue Engineering Regenerative Medicine Society BK-21 Polymer BIN Fusion Res. Team, Chonbuk Nat'l Univ., 664-14, Dukjin, Jeonju 561-756, Korea Fustion Bio Research Center, Korea Research Institute of Chemical Technology (KRICT) Daejeon 305-343, Korea Research Center Daehwa Pharm. Co. Ltd., 1056-17 Namhyun, Gwanak, Seoul 151-802, Korea http://retractionwatch.com/the-retraction-watch-leaderboard/",+Euphemisms for Plagiarism+Plagiarism of Article,Jong Hyun Moh Myoung Jin Kim Tae-Wan Lee Gilson Khang Han Ku Lee John M Rhee Hai Bang Lee,02/01/2007 00000000 unavailable,12/01/2009 00000000 unavailable,Review Article Retraction,South Korea Unknown
3262,"Virtual Bronchoscopy as a Dynamic Modality in the Diagnosis and Treatment of Suspected Foreign Body Aspiration (BLS) Anatomy/Physiology; (BLS) Biology - General; (HSC) Medicine - Cardiovascular; (HSC) Medicine - Pediatrics; (PUB) Society/Association Journals;  European Journal of Pediatric Surgery: Official Journal of Austrian Association of Pediatric Surgery ---Thieme Departments of Pediatric Surgery and Radiology, Sisli Etfal Education and Research Hospital, Sisli, Istanbul, Turkey",+Duplication of Article,Nuri Mehmet Cevizci Ali Ihsan Dokucu Didem Baskin Cetin A Karadag Nihat Sever Mehmet Yalcin Eylem Bahadir Muzaffer Basak,12/01/2008 19023854 10.1055/s-2008-1038972,12/01/2009 19946835 10.1055/s-0029-1243021,Clinical Study Retraction,Turkey No
